Bytes,RankA,RankB
28311552,14,26
147456,14,27
147456,14,28
2359296,14,29
2359296,14,30
2359296,14,31
37748736,14,32
147456,14,33
147456,14,34
2359296,14,35
2359296,14,36
2359296,14,37
37748736,14,38
37748736,14,39
37748736,14,40
603979776,14,41
2359296,14,42
2359296,14,43
37748736,14,44
147456,14,45
147456,14,46
2359296,14,47
2359296,14,48
2359296,14,49
37748736,14,50
147456,14,51
147456,14,52
2359296,14,53
147456,14,81
147456,14,82
2359296,14,83
2359296,14,84
2359296,14,85
37748736,14,86
147456,14,87
147456,14,88
2359296,14,89
2359296,14,90
2359296,14,91
37748736,14,92
37748736,14,93
37748736,14,94
603979776,14,95
2359296,14,96
2359296,14,97
37748736,14,98
147456,14,99
1769472,15,2
28311552,15,3
1769472,15,4
1769472,15,5
452984832,15,6
28311552,15,7
28311552,15,8
452984832,15,9
452984832,15,16
452984832,15,17
28311552,15,18
1769472,15,19
1769472,15,20
28311552,15,21
1769472,15,22
1769472,15,23
452984832,15,24
28311552,15,25
28311552,15,26
2359296,15,27
147456,15,28
147456,15,29
2359296,15,30
147456,15,31
147456,15,32
37748736,15,33
2359296,15,34
2359296,15,35
37748736,15,36
2359296,15,37
2359296,15,38
37748736,15,39
2359296,15,40
2359296,15,41
603979776,15,42
37748736,15,43
37748736,15,44
2359296,15,45
147456,15,46
147456,15,47
2359296,15,48
147456,15,49
147456,15,50
37748736,15,51
2359296,15,52
2359296,15,53
2359296,15,81
147456,15,82
147456,15,83
2359296,15,84
147456,15,85
147456,15,86
37748736,15,87
2359296,15,88
2359296,15,89
37748736,15,90
2359296,15,91
2359296,15,92
37748736,15,93
2359296,15,94
2359296,15,95
603979776,15,96
37748736,15,97
37748736,15,98
2359296,15,99
1769472,16,2
1769472,16,3
28311552,16,4
1769472,16,5
28311552,16,6
452984832,16,7
28311552,16,8
28311552,16,9
452984832,16,17
1769472,16,18
28311552,16,19
1769472,16,20
1769472,16,21
28311552,16,22
1769472,16,23
28311552,16,24
452984832,16,25
28311552,16,26
147456,16,27
2359296,16,28
147456,16,29
147456,16,30
2359296,16,31
147456,16,32
2359296,16,33
37748736,16,34
2359296,16,35
2359296,16,36
37748736,16,37
2359296,16,38
2359296,16,39
37748736,16,40
2359296,16,41
37748736,16,42
603979776,16,43
37748736,16,44
147456,16,45
2359296,16,46
147456,16,47
147456,16,48
2359296,16,49
147456,16,50
2359296,16,51
37748736,16,52
2359296,16,53
147456,16,81
2359296,16,82
147456,16,83
147456,16,84
2359296,16,85
147456,16,86
2359296,16,87
37748736,16,88
2359296,16,89
2359296,16,90
37748736,16,91
2359296,16,92
2359296,16,93
37748736,16,94
2359296,16,95
37748736,16,96
603979776,16,97
37748736,16,98
147456,16,99
28311552,17,2
1769472,17,3
1769472,17,4
28311552,17,5
28311552,17,6
28311552,17,7
452984832,17,8
28311552,17,9
1769472,17,18
1769472,17,19
28311552,17,20
1769472,17,21
1769472,17,22
28311552,17,23
28311552,17,24
28311552,17,25
452984832,17,26
147456,17,27
147456,17,28
2359296,17,29
147456,17,30
147456,17,31
2359296,17,32
2359296,17,33
2359296,17,34
37748736,17,35
2359296,17,36
2359296,17,37
37748736,17,38
2359296,17,39
2359296,17,40
37748736,17,41
37748736,17,42
37748736,17,43
603979776,17,44
147456,17,45
147456,17,46
2359296,17,47
147456,17,48
147456,17,49
2359296,17,50
2359296,17,51
2359296,17,52
37748736,17,53
147456,17,81
147456,17,82
2359296,17,83
147456,17,84
147456,17,85
2359296,17,86
2359296,17,87
2359296,17,88
37748736,17,89
2359296,17,90
2359296,17,91
37748736,17,92
2359296,17,93
2359296,17,94
37748736,17,95
37748736,17,96
37748736,17,97
603979776,17,98
147456,17,99
28311552,18,2
28311552,18,3
1769472,18,4
1769472,18,5
28311552,18,6
1769472,18,7
1769472,18,8
452984832,18,9
452984832,18,19
452984832,18,20
452984832,18,21
28311552,18,22
28311552,18,23
452984832,18,24
28311552,18,25
28311552,18,26
37748736,18,27
2359296,18,28
2359296,18,29
2359296,18,30
147456,18,31
147456,18,32
2359296,18,33
147456,18,34
147456,18,35
37748736,18,36
2359296,18,37
2359296,18,38
2359296,18,39
147456,18,40
147456,18,41
2359296,18,42
147456,18,43
147456,18,44
603979776,18,45
37748736,18,46
37748736,18,47
37748736,18,48
2359296,18,49
2359296,18,50
37748736,18,51
2359296,18,52
2359296,18,53
37748736,18,81
2359296,18,82
2359296,18,83
2359296,18,84
147456,18,85
147456,18,86
2359296,18,87
147456,18,88
147456,18,89
37748736,18,90
2359296,18,91
2359296,18,92
2359296,18,93
147456,18,94
147456,18,95
2359296,18,96
147456,18,97
147456,18,98
603979776,18,99
28311552,19,2
1769472,19,3
28311552,19,4
1769472,19,5
1769472,19,6
28311552,19,7
1769472,19,8
28311552,19,9
452984832,19,20
28311552,19,21
452984832,19,22
28311552,19,23
28311552,19,24
452984832,19,25
28311552,19,26
2359296,19,27
37748736,19,28
2359296,19,29
147456,19,30
2359296,19,31
147456,19,32
147456,19,33
2359296,19,34
147456,19,35
2359296,19,36
37748736,19,37
2359296,19,38
147456,19,39
2359296,19,40
147456,19,41
147456,19,42
2359296,19,43
147456,19,44
37748736,19,45
603979776,19,46
37748736,19,47
2359296,19,48
37748736,19,49
2359296,19,50
2359296,19,51
37748736,19,52
2359296,19,53
2359296,19,81
37748736,19,82
2359296,19,83
147456,19,84
2359296,19,85
147456,19,86
147456,19,87
2359296,19,88
147456,19,89
2359296,19,90
37748736,19,91
2359296,19,92
147456,19,93
2359296,19,94
147456,19,95
147456,19,96
2359296,19,97
147456,19,98
37748736,19,99
1769472,20,3
1769472,20,4
28311552,20,5
1769472,20,6
1769472,20,7
28311552,20,8
28311552,20,9
28311552,20,21
28311552,20,22
452984832,20,23
28311552,20,24
28311552,20,25
452984832,20,26
2359296,20,27
2359296,20,28
37748736,20,29
147456,20,30
147456,20,31
2359296,20,32
147456,20,33
147456,20,34
2359296,20,35
2359296,20,36
2359296,20,37
37748736,20,38
147456,20,39
147456,20,40
2359296,20,41
147456,20,42
147456,20,43
2359296,20,44
37748736,20,45
37748736,20,46
603979776,20,47
2359296,20,48
2359296,20,49
37748736,20,50
2359296,20,51
2359296,20,52
37748736,20,53
2359296,20,81
2359296,20,82
37748736,20,83
147456,20,84
147456,20,85
2359296,20,86
147456,20,87
147456,20,88
2359296,20,89
2359296,20,90
2359296,20,91
37748736,20,92
147456,20,93
147456,20,94
2359296,20,95
147456,20,96
147456,20,97
2359296,20,98
37748736,20,99
452984832,21,3
28311552,21,4
28311552,21,5
28311552,21,6
1769472,21,7
1769472,21,8
28311552,21,9
452984832,21,22
452984832,21,23
452984832,21,24
28311552,21,25
28311552,21,26
2359296,21,27
147456,21,28
147456,21,29
37748736,21,30
2359296,21,31
2359296,21,32
2359296,21,33
147456,21,34
147456,21,35
2359296,21,36
147456,21,37
147456,21,38
37748736,21,39
2359296,21,40
2359296,21,41
2359296,21,42
147456,21,43
147456,21,44
37748736,21,45
2359296,21,46
2359296,21,47
603979776,21,48
37748736,21,49
37748736,21,50
37748736,21,51
2359296,21,52
2359296,21,53
2359296,21,81
147456,21,82
147456,21,83
37748736,21,84
2359296,21,85
2359296,21,86
2359296,21,87
147456,21,88
147456,21,89
2359296,21,90
147456,21,91
147456,21,92
37748736,21,93
2359296,21,94
2359296,21,95
2359296,21,96
147456,21,97
147456,21,98
37748736,21,99
28311552,22,3
452984832,22,4
28311552,22,5
1769472,22,6
28311552,22,7
1769472,22,8
1769472,22,9
452984832,22,23
28311552,22,24
452984832,22,25
28311552,22,26
147456,22,27
2359296,22,28
147456,22,29
2359296,22,30
37748736,22,31
2359296,22,32
147456,22,33
2359296,22,34
147456,22,35
147456,22,36
2359296,22,37
147456,22,38
2359296,22,39
37748736,22,40
2359296,22,41
147456,22,42
2359296,22,43
147456,22,44
2359296,22,45
37748736,22,46
2359296,22,47
37748736,22,48
603979776,22,49
37748736,22,50
2359296,22,51
37748736,22,52
2359296,22,53
147456,22,81
2359296,22,82
147456,22,83
2359296,22,84
37748736,22,85
2359296,22,86
147456,22,87
2359296,22,88
147456,22,89
147456,22,90
2359296,22,91
147456,22,92
2359296,22,93
37748736,22,94
2359296,22,95
147456,22,96
2359296,22,97
147456,22,98
2359296,22,99
28311552,23,3
28311552,23,4
452984832,23,5
1769472,23,6
1769472,23,7
28311552,23,8
1769472,23,9
28311552,23,24
28311552,23,25
452984832,23,26
147456,23,27
147456,23,28
2359296,23,29
2359296,23,30
2359296,23,31
37748736,23,32
147456,23,33
147456,23,34
2359296,23,35
147456,23,36
147456,23,37
2359296,23,38
2359296,23,39
2359296,23,40
37748736,23,41
147456,23,42
147456,23,43
2359296,23,44
2359296,23,45
2359296,23,46
37748736,23,47
37748736,23,48
37748736,23,49
603979776,23,50
2359296,23,51
2359296,23,52
37748736,23,53
147456,23,81
147456,23,82
2359296,23,83
2359296,23,84
2359296,23,85
37748736,23,86
147456,23,87
147456,23,88
2359296,23,89
147456,23,90
147456,23,91
2359296,23,92
2359296,23,93
2359296,23,94
37748736,23,95
147456,23,96
147456,23,97
2359296,23,98
2359296,23,99
28311552,24,3
1769472,24,4
1769472,24,5
452984832,24,6
28311552,24,7
28311552,24,8
28311552,24,9
452984832,24,25
452984832,24,26
2359296,24,27
147456,24,28
147456,24,29
2359296,24,30
147456,24,31
147456,24,32
37748736,24,33
2359296,24,34
2359296,24,35
2359296,24,36
147456,24,37
147456,24,38
2359296,24,39
147456,24,40
147456,24,41
37748736,24,42
2359296,24,43
2359296,24,44
37748736,24,45
2359296,24,46
2359296,24,47
37748736,24,48
2359296,24,49
2359296,24,50
603979776,24,51
37748736,24,52
37748736,24,53
2359296,24,81
147456,24,82
147456,24,83
2359296,24,84
147456,24,85
147456,24,86
37748736,24,87
2359296,24,88
2359296,24,89
2359296,24,90
147456,24,91
147456,24,92
2359296,24,93
147456,24,94
147456,24,95
37748736,24,96
2359296,24,97
2359296,24,98
37748736,24,99
1769472,25,3
28311552,25,4
1769472,25,5
28311552,25,6
452984832,25,7
28311552,25,8
1769472,25,9
452984832,25,26
147456,25,27
2359296,25,28
147456,25,29
147456,25,30
2359296,25,31
147456,25,32
2359296,25,33
37748736,25,34
2359296,25,35
147456,25,36
2359296,25,37
147456,25,38
147456,25,39
2359296,25,40
147456,25,41
2359296,25,42
37748736,25,43
2359296,25,44
2359296,25,45
37748736,25,46
2359296,25,47
2359296,25,48
37748736,25,49
2359296,25,50
37748736,25,51
603979776,25,52
37748736,25,53
147456,25,81
2359296,25,82
147456,25,83
147456,25,84
2359296,25,85
147456,25,86
2359296,25,87
37748736,25,88
2359296,25,89
147456,25,90
2359296,25,91
147456,25,92
147456,25,93
2359296,25,94
147456,25,95
2359296,25,96
37748736,25,97
2359296,25,98
2359296,25,99
1769472,26,3
1769472,26,4
28311552,26,5
28311552,26,6
28311552,26,7
452984832,26,8
1769472,26,9
147456,26,27
147456,26,28
2359296,26,29
147456,26,30
147456,26,31
2359296,26,32
2359296,26,33
2359296,26,34
37748736,26,35
147456,26,36
147456,26,37
2359296,26,38
147456,26,39
147456,26,40
2359296,26,41
2359296,26,42
2359296,26,43
37748736,26,44
2359296,26,45
2359296,26,46
37748736,26,47
2359296,26,48
2359296,26,49
37748736,26,50
37748736,26,51
37748736,26,52
603979776,26,53
147456,26,81
147456,26,82
2359296,26,83
147456,26,84
147456,26,85
2359296,26,86
2359296,26,87
2359296,26,88
37748736,26,89
147456,26,90
147456,26,91
2359296,26,92
147456,26,93
147456,26,94
2359296,26,95
2359296,26,96
2359296,26,97
37748736,26,98
2359296,26,99
37748736,27,3
2359296,27,4
2359296,27,5
37748736,27,6
2359296,27,7
2359296,27,8
37748736,27,9
452984832,27,28
452984832,27,29
452984832,27,30
28311552,27,31
28311552,27,32
452984832,27,33
28311552,27,34
28311552,27,35
452984832,27,36
28311552,27,37
28311552,27,38
28311552,27,39
1769472,27,40
1769472,27,41
28311552,27,42
1769472,27,43
1769472,27,44
452984832,27,45
28311552,27,46
28311552,27,47
28311552,27,48
1769472,27,49
1769472,27,50
28311552,27,51
1769472,27,52
1769472,27,53
603979776,27,54
37748736,27,55
37748736,27,56
37748736,27,57
2359296,27,58
2359296,27,59
37748736,27,60
2359296,27,61
2359296,27,62
37748736,27,63
2359296,27,64
2359296,27,65
2359296,27,66
147456,27,67
147456,27,68
2359296,27,69
147456,27,70
147456,27,71
37748736,27,72
2359296,27,73
2359296,27,74
2359296,27,75
147456,27,76
147456,27,77
2359296,27,78
147456,27,79
147456,27,80
2359296,28,3
37748736,28,4
2359296,28,5
2359296,28,6
37748736,28,7
2359296,28,8
2359296,28,9
452984832,28,29
28311552,28,30
452984832,28,31
28311552,28,32
28311552,28,33
452984832,28,34
28311552,28,35
28311552,28,36
452984832,28,37
28311552,28,38
1769472,28,39
28311552,28,40
1769472,28,41
1769472,28,42
28311552,28,43
1769472,28,44
28311552,28,45
452984832,28,46
28311552,28,47
1769472,28,48
28311552,28,49
1769472,28,50
1769472,28,51
28311552,28,52
1769472,28,53
37748736,28,54
603979776,28,55
37748736,28,56
2359296,28,57
37748736,28,58
2359296,28,59
2359296,28,60
37748736,28,61
2359296,28,62
2359296,28,63
37748736,28,64
2359296,28,65
147456,28,66
2359296,28,67
147456,28,68
147456,28,69
2359296,28,70
147456,28,71
2359296,28,72
37748736,28,73
2359296,28,74
147456,28,75
2359296,28,76
147456,28,77
147456,28,78
2359296,28,79
147456,28,80
2359296,29,3
2359296,29,4
37748736,29,5
2359296,29,6
2359296,29,7
37748736,29,8
2359296,29,9
28311552,29,30
28311552,29,31
452984832,29,32
28311552,29,33
28311552,29,34
452984832,29,35
28311552,29,36
28311552,29,37
452984832,29,38
1769472,29,39
1769472,29,40
28311552,29,41
1769472,29,42
1769472,29,43
28311552,29,44
28311552,29,45
28311552,29,46
452984832,29,47
1769472,29,48
1769472,29,49
28311552,29,50
1769472,29,51
1769472,29,52
28311552,29,53
37748736,29,54
37748736,29,55
603979776,29,56
2359296,29,57
2359296,29,58
37748736,29,59
2359296,29,60
2359296,29,61
37748736,29,62
2359296,29,63
2359296,29,64
37748736,29,65
147456,29,66
147456,29,67
2359296,29,68
147456,29,69
147456,29,70
2359296,29,71
2359296,29,72
2359296,29,73
37748736,29,74
147456,29,75
147456,29,76
2359296,29,77
147456,29,78
147456,29,79
2359296,29,80
37748736,30,4
37748736,30,5
37748736,30,6
2359296,30,7
2359296,30,8
2359296,30,9
452984832,30,31
452984832,30,32
452984832,30,33
28311552,30,34
28311552,30,35
28311552,30,36
1769472,30,37
1769472,30,38
452984832,30,39
28311552,30,40
28311552,30,41
28311552,30,42
1769472,30,43
1769472,30,44
28311552,30,45
1769472,30,46
1769472,30,47
452984832,30,48
28311552,30,49
28311552,30,50
28311552,30,51
1769472,30,52
1769472,30,53
37748736,30,54
2359296,30,55
2359296,30,56
603979776,30,57
37748736,30,58
37748736,30,59
37748736,30,60
2359296,30,61
2359296,30,62
2359296,30,63
147456,30,64
147456,30,65
37748736,30,66
2359296,30,67
2359296,30,68
2359296,30,69
147456,30,70
147456,30,71
2359296,30,72
147456,30,73
147456,30,74
37748736,30,75
2359296,30,76
2359296,30,77
2359296,30,78
147456,30,79
147456,30,80
603979776,31,4
37748736,31,5
2359296,31,6
37748736,31,7
2359296,31,8
147456,31,9
452984832,31,32
28311552,31,33
452984832,31,34
28311552,31,35
1769472,31,36
28311552,31,37
1769472,31,38
28311552,31,39
452984832,31,40
28311552,31,41
1769472,31,42
28311552,31,43
1769472,31,44
1769472,31,45
28311552,31,46
1769472,31,47
28311552,31,48
452984832,31,49
28311552,31,50
1769472,31,51
28311552,31,52
1769472,31,53
2359296,31,54
37748736,31,55
2359296,31,56
37748736,31,57
603979776,31,58
37748736,31,59
2359296,31,60
37748736,31,61
2359296,31,62
147456,31,63
2359296,31,64
147456,31,65
2359296,31,66
37748736,31,67
2359296,31,68
147456,31,69
2359296,31,70
147456,31,71
147456,31,72
2359296,31,73
147456,31,74
2359296,31,75
37748736,31,76
2359296,31,77
147456,31,78
2359296,31,79
147456,31,80
37748736,32,4
603979776,32,5
2359296,32,6
2359296,32,7
37748736,32,8
147456,32,9
28311552,32,33
28311552,32,34
452984832,32,35
1769472,32,36
1769472,32,37
28311552,32,38
28311552,32,39
28311552,32,40
452984832,32,41
1769472,32,42
1769472,32,43
28311552,32,44
1769472,32,45
1769472,32,46
28311552,32,47
28311552,32,48
28311552,32,49
452984832,32,50
1769472,32,51
1769472,32,52
28311552,32,53
2359296,32,54
2359296,32,55
37748736,32,56
37748736,32,57
37748736,32,58
603979776,32,59
2359296,32,60
2359296,32,61
37748736,32,62
147456,32,63
147456,32,64
2359296,32,65
2359296,32,66
2359296,32,67
37748736,32,68
147456,32,69
147456,32,70
2359296,32,71
