Bytes,RankA,RankB
37748736,20,46
603979776,20,47
2359296,20,48
2359296,20,49
37748736,20,50
2359296,20,51
2359296,20,52
37748736,20,53
452984832,21,3
28311552,21,4
28311552,21,5
28311552,21,6
1769472,21,7
1769472,21,8
28311552,21,9
452984832,21,22
452984832,21,23
452984832,21,24
28311552,21,25
28311552,21,26
2359296,21,27
147456,21,28
147456,21,29
37748736,21,30
2359296,21,31
2359296,21,32
2359296,21,33
147456,21,34
147456,21,35
2359296,21,36
147456,21,37
147456,21,38
37748736,21,39
2359296,21,40
2359296,21,41
2359296,21,42
147456,21,43
147456,21,44
37748736,21,45
2359296,21,46
2359296,21,47
603979776,21,48
37748736,21,49
37748736,21,50
37748736,21,51
2359296,21,52
2359296,21,53
28311552,22,3
452984832,22,4
28311552,22,5
1769472,22,6
28311552,22,7
1769472,22,8
1769472,22,9
452984832,22,23
28311552,22,24
452984832,22,25
28311552,22,26
147456,22,27
2359296,22,28
147456,22,29
2359296,22,30
37748736,22,31
2359296,22,32
147456,22,33
2359296,22,34
147456,22,35
147456,22,36
2359296,22,37
147456,22,38
2359296,22,39
37748736,22,40
2359296,22,41
147456,22,42
2359296,22,43
147456,22,44
2359296,22,45
37748736,22,46
2359296,22,47
37748736,22,48
603979776,22,49
37748736,22,50
2359296,22,51
37748736,22,52
2359296,22,53
28311552,23,3
28311552,23,4
452984832,23,5
1769472,23,6
1769472,23,7
28311552,23,8
1769472,23,9
28311552,23,24
28311552,23,25
452984832,23,26
147456,23,27
147456,23,28
2359296,23,29
2359296,23,30
2359296,23,31
37748736,23,32
147456,23,33
147456,23,34
2359296,23,35
147456,23,36
147456,23,37
2359296,23,38
2359296,23,39
2359296,23,40
37748736,23,41
147456,23,42
147456,23,43
2359296,23,44
2359296,23,45
2359296,23,46
37748736,23,47
37748736,23,48
37748736,23,49
603979776,23,50
2359296,23,51
2359296,23,52
37748736,23,53
28311552,24,3
1769472,24,4
1769472,24,5
452984832,24,6
28311552,24,7
28311552,24,8
28311552,24,9
452984832,24,25
452984832,24,26
2359296,24,27
147456,24,28
147456,24,29
2359296,24,30
147456,24,31
147456,24,32
37748736,24,33
2359296,24,34
2359296,24,35
2359296,24,36
147456,24,37
147456,24,38
2359296,24,39
147456,24,40
147456,24,41
37748736,24,42
2359296,24,43
2359296,24,44
37748736,24,45
2359296,24,46
2359296,24,47
37748736,24,48
2359296,24,49
2359296,24,50
603979776,24,51
37748736,24,52
37748736,24,53
1769472,25,3
28311552,25,4
1769472,25,5
28311552,25,6
452984832,25,7
28311552,25,8
1769472,25,9
452984832,25,26
147456,25,27
2359296,25,28
147456,25,29
147456,25,30
2359296,25,31
147456,25,32
2359296,25,33
37748736,25,34
2359296,25,35
147456,25,36
2359296,25,37
147456,25,38
147456,25,39
2359296,25,40
147456,25,41
2359296,25,42
37748736,25,43
2359296,25,44
2359296,25,45
37748736,25,46
2359296,25,47
2359296,25,48
37748736,25,49
2359296,25,50
37748736,25,51
603979776,25,52
37748736,25,53
1769472,26,3
1769472,26,4
28311552,26,5
28311552,26,6
28311552,26,7
452984832,26,8
1769472,26,9
147456,26,27
147456,26,28
2359296,26,29
147456,26,30
147456,26,31
2359296,26,32
2359296,26,33
2359296,26,34
37748736,26,35
147456,26,36
147456,26,37
2359296,26,38
147456,26,39
147456,26,40
2359296,26,41
2359296,26,42
2359296,26,43
37748736,26,44
2359296,26,45
2359296,26,46
37748736,26,47
2359296,26,48
2359296,26,49
37748736,26,50
37748736,26,51
37748736,26,52
603979776,26,53
37748736,27,3
2359296,27,4
2359296,27,5
37748736,27,6
2359296,27,7
2359296,27,8
37748736,27,9
452984832,27,28
452984832,27,29
452984832,27,30
28311552,27,31
28311552,27,32
452984832,27,33
28311552,27,34
28311552,27,35
452984832,27,36
28311552,27,37
28311552,27,38
28311552,27,39
1769472,27,40
1769472,27,41
28311552,27,42
1769472,27,43
1769472,27,44
452984832,27,45
28311552,27,46
28311552,27,47
28311552,27,48
1769472,27,49
1769472,27,50
28311552,27,51
1769472,27,52
1769472,27,53
603979776,27,54
37748736,27,55
37748736,27,56
37748736,27,57
2359296,27,58
2359296,27,59
37748736,27,60
2359296,27,61
2359296,27,62
37748736,27,63
2359296,28,3
37748736,28,4
2359296,28,5
2359296,28,6
37748736,28,7
2359296,28,8
2359296,28,9
452984832,28,29
28311552,28,30
452984832,28,31
28311552,28,32
28311552,28,33
452984832,28,34
28311552,28,35
28311552,28,36
452984832,28,37
28311552,28,38
1769472,28,39
28311552,28,40
1769472,28,41
1769472,28,42
28311552,28,43
1769472,28,44
28311552,28,45
452984832,28,46
28311552,28,47
1769472,28,48
28311552,28,49
1769472,28,50
1769472,28,51
28311552,28,52
1769472,28,53
37748736,28,54
603979776,28,55
37748736,28,56
2359296,28,57
37748736,28,58
2359296,28,59
2359296,28,60
37748736,28,61
2359296,28,62
2359296,28,63
2359296,29,3
2359296,29,4
37748736,29,5
2359296,29,6
2359296,29,7
37748736,29,8
2359296,29,9
28311552,29,30
28311552,29,31
452984832,29,32
28311552,29,33
28311552,29,34
452984832,29,35
28311552,29,36
28311552,29,37
452984832,29,38
1769472,29,39
1769472,29,40
28311552,29,41
1769472,29,42
1769472,29,43
28311552,29,44
28311552,29,45
28311552,29,46
452984832,29,47
1769472,29,48
1769472,29,49
28311552,29,50
1769472,29,51
1769472,29,52
28311552,29,53
37748736,29,54
37748736,29,55
603979776,29,56
2359296,29,57
2359296,29,58
37748736,29,59
2359296,29,60
2359296,29,61
37748736,29,62
2359296,29,63
37748736,30,4
37748736,30,5
37748736,30,6
2359296,30,7
2359296,30,8
2359296,30,9
452984832,30,31
452984832,30,32
452984832,30,33
28311552,30,34
28311552,30,35
28311552,30,36
1769472,30,37
1769472,30,38
452984832,30,39
28311552,30,40
28311552,30,41
28311552,30,42
1769472,30,43
1769472,30,44
28311552,30,45
1769472,30,46
1769472,30,47
452984832,30,48
28311552,30,49
28311552,30,50
28311552,30,51
1769472,30,52
1769472,30,53
37748736,30,54
2359296,30,55
2359296,30,56
603979776,30,57
37748736,30,58
37748736,30,59
37748736,30,60
2359296,30,61
2359296,30,62
2359296,30,63
603979776,31,4
37748736,31,5
2359296,31,6
37748736,31,7
2359296,31,8
147456,31,9
452984832,31,32
28311552,31,33
452984832,31,34
28311552,31,35
1769472,31,36
28311552,31,37
1769472,31,38
28311552,31,39
452984832,31,40
28311552,31,41
1769472,31,42
28311552,31,43
1769472,31,44
1769472,31,45
28311552,31,46
1769472,31,47
28311552,31,48
452984832,31,49
28311552,31,50
1769472,31,51
28311552,31,52
1769472,31,53
2359296,31,54
37748736,31,55
2359296,31,56
37748736,31,57
603979776,31,58
37748736,31,59
2359296,31,60
37748736,31,61
2359296,31,62
147456,31,63
37748736,32,4
603979776,32,5
2359296,32,6
2359296,32,7
37748736,32,8
147456,32,9
28311552,32,33
28311552,32,34
452984832,32,35
1769472,32,36
1769472,32,37
28311552,32,38
28311552,32,39
28311552,32,40
452984832,32,41
1769472,32,42
1769472,32,43
28311552,32,44
1769472,32,45
1769472,32,46
28311552,32,47
28311552,32,48
28311552,32,49
452984832,32,50
1769472,32,51
1769472,32,52
28311552,32,53
2359296,32,54
2359296,32,55
37748736,32,56
37748736,32,57
37748736,32,58
603979776,32,59
2359296,32,60
2359296,32,61
37748736,32,62
147456,32,63
2359296,33,4
2359296,33,5
603979776,33,6
37748736,33,7
37748736,33,8
2359296,33,9
452984832,33,34
452984832,33,35
28311552,33,36
1769472,33,37
1769472,33,38
28311552,33,39
1769472,33,40
1769472,33,41
452984832,33,42
28311552,33,43
28311552,33,44
28311552,33,45
1769472,33,46
1769472,33,47
28311552,33,48
1769472,33,49
1769472,33,50
452984832,33,51
28311552,33,52
28311552,33,53
37748736,33,54
2359296,33,55
2359296,33,56
37748736,33,57
2359296,33,58
2359296,33,59
603979776,33,60
37748736,33,61
37748736,33,62
2359296,33,63
37748736,34,4
2359296,34,5
37748736,34,6
603979776,34,7
37748736,34,8
147456,34,9
452984832,34,35
1769472,34,36
28311552,34,37
1769472,34,38
1769472,34,39
28311552,34,40
1769472,34,41
28311552,34,42
452984832,34,43
28311552,34,44
1769472,34,45
28311552,34,46
1769472,34,47
1769472,34,48
28311552,34,49
1769472,34,50
28311552,34,51
452984832,34,52
28311552,34,53
2359296,34,54
37748736,34,55
2359296,34,56
2359296,34,57
37748736,34,58
2359296,34,59
37748736,34,60
603979776,34,61
37748736,34,62
147456,34,63
2359296,35,4
37748736,35,5
37748736,35,6
37748736,35,7
603979776,35,8
147456,35,9
1769472,35,36
1769472,35,37
28311552,35,38
1769472,35,39
1769472,35,40
28311552,35,41
28311552,35,42
28311552,35,43
452984832,35,44
1769472,35,45
1769472,35,46
28311552,35,47
1769472,35,48
1769472,35,49
28311552,35,50
28311552,35,51
28311552,35,52
452984832,35,53
2359296,35,54
2359296,35,55
37748736,35,56
2359296,35,57
2359296,35,58
37748736,35,59
37748736,35,60
37748736,35,61
603979776,35,62
147456,35,63
147456,36,4
147456,36,5
2359296,36,6
147456,36,7
147456,36,8
603979776,36,9
452984832,36,37
452984832,36,38
452984832,36,39
28311552,36,40
28311552,36,41
452984832,36,42
28311552,36,43
28311552,36,44
452984832,36,45
28311552,36,46
28311552,36,47
28311552,36,48
1769472,36,49
1769472,36,50
28311552,36,51
1769472,36,52
1769472,36,53
37748736,36,54
2359296,36,55
2359296,36,56
2359296,36,57
147456,36,58
147456,36,59
2359296,36,60
147456,36,61
147456,36,62
603979776,36,63
2359296,37,4
147456,37,5
147456,37,6
2359296,37,7
147456,37,8
37748736,37,9
452984832,37,38
28311552,37,39
452984832,37,40
28311552,37,41
28311552,37,42
452984832,37,43
28311552,37,44
28311552,37,45
452984832,37,46
28311552,37,47
1769472,37,48
28311552,37,49
1769472,37,50
1769472,37,51
28311552,37,52
1769472,37,53
2359296,37,54
37748736,37,55
2359296,37,56
147456,37,57
2359296,37,58
147456,37,59
147456,37,60
2359296,37,61
147456,37,62
37748736,37,63
147456,38,4
2359296,38,5
147456,38,6
147456,38,7
2359296,38,8
37748736,38,9
28311552,38,39
28311552,38,40
452984832,38,41
28311552,38,42
28311552,38,43
452984832,38,44
28311552,38,45
28311552,38,46
452984832,38,47
1769472,38,48
1769472,38,49
28311552,38,50
1769472,38,51
1769472,38,52
28311552,38,53
2359296,38,54
2359296,38,55
37748736,38,56
147456,38,57
147456,38,58
2359296,38,59
147456,38,60
147456,38,61
2359296,38,62
37748736,38,63
2359296,39,4
2359296,39,5
2359296,39,6
147456,39,7
147456,39,8
37748736,39,9
452984832,39,40
452984832,39,41
452984832,39,42
28311552,39,43
28311552,39,44
28311552,39,45
1769472,39,46
1769472,39,47
452984832,39,48
28311552,39,49
28311552,39,50
28311552,39,51
1769472,39,52
1769472,39,53
2359296,39,54
147456,39,55
147456,39,56
37748736,39,57
2359296,39,58
2359296,39,59
2359296,39,60
147456,39,61
147456,39,62
37748736,39,63
2359296,40,5
147456,40,6
2359296,40,7
147456,40,8
2359296,40,9
452984832,40,41
28311552,40,42
452984832,40,43
28311552,40,44
1769472,40,45
28311552,40,46
1769472,40,47
28311552,40,48
452984832,40,49
28311552,40,50
1769472,40,51
28311552,40,52
1769472,40,53
147456,40,54
2359296,40,55
147456,40,56
2359296,40,57
37748736,40,58
2359296,40,59
147456,40,60
2359296,40,61
147456,40,62
2359296,40,63
37748736,41,5
147456,41,6
147456,41,7
2359296,41,8
2359296,41,9
28311552,41,42
28311552,41,43
452984832,41,44
1769472,41,45
1769472,41,46
28311552,41,47
28311552,41,48
28311552,41,49
452984832,41,50
1769472,41,51
1769472,41,52
28311552,41,53
147456,41,54
147456,41,55
2359296,41,56
2359296,41,57
2359296,41,58
37748736,41,59
147456,41,60
147456,41,61
2359296,41,62
2359296,41,63
147456,42,5
37748736,42,6
2359296,42,7
2359296,42,8
37748736,42,9
452984832,42,43
452984832,42,44
28311552,42,45
1769472,42,46
1769472,42,47
28311552,42,48
1769472,42,49
1769472,42,50
452984832,42,51
28311552,42,52
28311552,42,53
2359296,42,54
147456,42,55
147456,42,56
2359296,42,57
147456,42,58
147456,42,59
37748736,42,60
2359296,42,61
2359296,42,62
37748736,42,63
147456,43,5
2359296,43,6
37748736,43,7
2359296,43,8
2359296,43,9
452984832,43,44
1769472,43,45
28311552,43,46
1769472,43,47
1769472,43,48
28311552,43,49
1769472,43,50
28311552,43,51
452984832,43,52
28311552,43,53
147456,43,54
2359296,43,55
147456,43,56
147456,43,57
2359296,43,58
147456,43,59
2359296,43,60
37748736,43,61
2359296,43,62
2359296,43,63
2359296,44,5
2359296,44,6
2359296,44,7
37748736,44,8
2359296,44,9
1769472,44,45
1769472,44,46
28311552,44,47
1769472,44,48
1769472,44,49
28311552,44,50
28311552,44,51
28311552,44,52
452984832,44,53
147456,44,54
147456,44,55
2359296,44,56
147456,44,57
147456,44,58
2359296,44,59
2359296,44,60
2359296,44,61
37748736,44,62
2359296,44,63
147456,45,5
2359296,45,6
147456,45,7
147456,45,8
37748736,45,9
452984832,45,46
452984832,45,47
452984832,45,48
28311552,45,49
28311552,45,50
452984832,45,51
28311552,45,52
28311552,45,53
37748736,45,54
2359296,45,55
2359296,45,56
2359296,45,57
147456,45,58
147456,45,59
2359296,45,60
147456,45,61
147456,45,62
37748736,45,63
147456,46,5
147456,46,6
2359296,46,7
147456,46,8
2359296,46,9
452984832,46,47
28311552,46,48
452984832,46,49
28311552,46,50
28311552,46,51
452984832,46,52
28311552,46,53
2359296,46,54
37748736,46,55
2359296,46,56
147456,46,57
2359296,46,58
147456,46,59
147456,46,60
2359296,46,61
147456,46,62
2359296,46,63
2359296,47,5
147456,47,6
147456,47,7
2359296,47,8
2359296,47,9
28311552,47,48
28311552,47,49
452984832,47,50
28311552,47,51
28311552,47,52
452984832,47,53
2359296,47,54
2359296,47,55
37748736,47,56
147456,47,57
147456,47,58
2359296,47,59
147456,47,60
147456,47,61
2359296,47,62
2359296,47,63
2359296,48,5
2359296,48,6
147456,48,7
147456,48,8
2359296,48,9
452984832,48,49
452984832,48,50
452984832,48,51
28311552,48,52
28311552,48,53
2359296,48,54
147456,48,55
147456,48,56
37748736,48,57
2359296,48,58
2359296,48,59
2359296,48,60
147456,48,61
147456,48,62
2359296,48,63
2359296,49,5
147456,49,6
2359296,49,7
147456,49,8
147456,49,9
452984832,49,50
28311552,49,51
452984832,49,52
28311552,49,53
147456,49,54
2359296,49,55
147456,49,56
2359296,49,57
37748736,49,58
2359296,49,59
147456,49,60
2359296,49,61
147456,49,62
147456,49,63
147456,50,6
147456,50,7
2359296,50,8
147456,50,9
28311552,50,51
28311552,50,52
452984832,50,53
147456,50,54
147456,50,55
2359296,50,56
2359296,50,57
2359296,50,58
37748736,50,59
147456,50,60
147456,50,61
2359296,50,62
147456,50,63
37748736,51,6
2359296,51,7
2359296,51,8
2359296,51,9
452984832,51,52
452984832,51,53
2359296,51,54
147456,51,55
147456,51,56
2359296,51,57
147456,51,58
147456,51,59
37748736,51,60
2359296,51,61
2359296,51,62
2359296,51,63
2359296,52,6
37748736,52,7
2359296,52,8
147456,52,9
452984832,52,53
147456,52,54
2359296,52,55
147456,52,56
147456,52,57
2359296,52,58
147456,52,59
2359296,52,60
37748736,52,61
2359296,52,62
147456,52,63
2359296,53,6
2359296,53,7
37748736,53,8
147456,53,9
147456,53,54
147456,53,55
2359296,53,56
147456,53,57
147456,53,58
2359296,53,59
2359296,53,60
2359296,53,61
37748736,53,62
147456,53,63
452984832,54,55
452984832,54,56
452984832,54,57
28311552,54,58
28311552,54,59
452984832,54,60
28311552,54,61
28311552,54,62
452984832,54,63
452984832,55,56
28311552,55,57
452984832,55,58
28311552,55,59
28311552,55,60
452984832,55,61
28311552,55,62
28311552,55,63
28311552,56,57
28311552,56,58
452984832,56,59
28311552,56,60
28311552,56,61
452984832,56,62
28311552,56,63
452984832,57,58
452984832,57,59
452984832,57,60
28311552,57,61
28311552,57,62
28311552,57,63
452984832,58,59
28311552,58,60
452984832,58,61
28311552,58,62
1769472,58,63
28311552,59,60
28311552,59,61
452984832,59,62
1769472,59,63
452984832,60,61
452984832,60,62
28311552,60,63
452984832,61,62
1769472,61,63
1769472,62,63
